participant_id,rt,key_press,trial_type,trial_index,trial_index_global,time_elapsed,internal_chunk_id,responses,correct,stimulus,block_value,response,stim_type
5555555,26475,70,text,0,0,26575,0-0,,,,,,
5555555,25781,,survey-text,0,1,53370,0-0,{Q0:5555555},,,,,
5555555,238776,74,text,0,2,293288,0-0,,,,,,
5555555,115,74,text,0,3,294498,0-0,,,,,,
5555555,68,74,categorize,0,4,295683,0-0,,false,static/img/sad.gre.incon.08.jpg,emo_sad_prad,,incon
5555555,55796,74,categorize,1,5,353013,0-0,,false,static/img/sad.gre.incon.10.jpg,emo_sad_prad,,incon
5555555,123,74,categorize,2,6,354734,0-0,,false,static/img/sad.red.congr.06.jpg,emo_sad_prad,,con
5555555,71,74,categorize,3,7,356400,0-0,,true,static/img/hap.gre.congr.08.jpg,emo_sad_prad,,con
5555555,382,74,categorize,4,8,358346,0-0,,false,static/img/sad.gre.incon.03.jpg,emo_sad_prad,,incon
5555555,24,74,categorize,5,9,359895,0-0,,true,static/img/hap.red.incon.01.jpg,emo_sad_prad,,incon
5555555,59,74,categorize,6,10,361469,0-0,,false,static/img/sad.gre.incon.04.jpg,emo_sad_prad,,incon
5555555,38,74,categorize,7,11,363030,0-0,,false,static/img/sad.gre.incon.06.jpg,emo_sad_prad,,incon
5555555,63,74,categorize,8,12,364698,0-0,,true,static/img/hap.red.incon.02.jpg,emo_sad_prad,,incon
5555555,16,74,categorize,9,a13,366277,0-0,,true,static/img/hap.red.incon.12.jpg,emo_sad_prad,,incon
5555555,136,74,categorize,10,14,367917,0-0,,false,static/img/sad.gre.incon.03.jpg,emo_sad_prad,,incon
5555555,275,74,categorize,11,15,369655,0-0,,false,static/img/sad.gre.incon.05.jpg,emo_sad_prad,,incon
5555555,80,74,categorize,12,16,371290,0-0,,true,static/img/hap.gre.congr.02.jpg,emo_sad_prad,,con
5555555,224,74,categorize,13,17,373000,0-0,,true,static/img/hap.red.incon.08.jpg,emo_sad_prad,,incon
5555555,184,74,categorize,14,18,374701,0-0,,false,static/img/sad.gre.incon.06.jpg,emo_sad_prad,,incon
5555555,147,74,categorize,15,19,376400,0-0,,true,static/img/hap.gre.congr.12.jpg,emo_sad_prad,,con
5555555,120,74,categorize,16,20,378047,0-0,,false,static/img/sad.red.congr.01.jpg,emo_sad_prad,,con
5555555,162,74,categorize,17,21,379725,0-0,,true,static/img/hap.gre.congr.02.jpg,emo_sad_prad,,con
5555555,224,74,categorize,18,22,381424,0-0,,true,static/img/hap.gre.congr.01.jpg,emo_sad_prad,,con
5555555,132,74,categorize,19,23,383114,0-0,,true,static/img/hap.red.incon.09.jpg,emo_sad_prad,,incon
5555555,155,74,text,0,24,384786,0-0,,,,,,
5555555,203,74,single-stim,0,25,386094,0-0,,,static/img/hap.red.incon.12.jpg,emo_sad,hap.red,incon
5555555,185,74,single-stim,1,26,387391,0-0,,,static/img/sad.gre.incon.10.jpg,emo_sad,sad.gre,incon
5555555,135,74,single-stim,2,27,388669,0-0,,,static/img/hap.red.incon.06.jpg,emo_sad,hap.red,incon
5555555,122,74,single-stim,3,28,389924,0-0,,,static/img/sad.gre.incon.13.jpg,emo_sad,sad.gre,incon
5555555,158,74,single-stim,4,29,391190,0-0,,,static/img/hap.red.incon.08.jpg,emo_sad,hap.red,incon
5555555,144,74,single-stim,5,30,392453,0-0,,,static/img/hap.red.incon.01.jpg,emo_sad,hap.red,incon
5555555,142,74,single-stim,6,31,393740,0-0,,,static/img/hap.gre.congr.07.jpg,emo_sad,hap.gre,con
5555555,120,74,single-stim,7,32,394980,0-0,,,static/img/hap.red.incon.07.jpg,emo_sad,hap.red,incon
5555555,101,74,single-stim,8,33,396268,0-0,,,static/img/sad.gre.incon.01.jpg,emo_sad,sad.gre,incon
5555555,120,74,single-stim,9,34,397503,0-0,,,static/img/hap.gre.congr.12.jpg,emo_sad,hap.gre,con
5555555,143,74,single-stim,10,35,398779,0-0,,,static/img/hap.gre.congr.10.jpg,emo_sad,hap.gre,con
5555555,133,74,single-stim,11,36,400052,0-0,,,static/img/sad.red.congr.02.jpg,emo_sad,sad.red,con
5555555,129,74,single-stim,12,37,401341,0-0,,,static/img/sad.gre.incon.02.jpg,emo_sad,sad.gre,incon
5555555,147,74,single-stim,13,38,402612,0-0,,,static/img/hap.gre.congr.01.jpg,emo_sad,hap.gre,con
5555555,166,74,single-stim,14,39,403943,0-0,,,static/img/sad.red.congr.09.jpg,emo_sad,sad.red,con
5555555,252,74,single-stim,15,40,405265,0-0,,,static/img/sad.red.congr.05.jpg,emo_sad,sad.red,con
5555555,10,74,single-stim,16,41,406404,0-0,,,static/img/hap.gre.congr.14.jpg,emo_sad,hap.gre,con
5555555,97,74,single-stim,17,42,407665,0-0,,,static/img/sad.red.congr.11.jpg,emo_sad,sad.red,con
5555555,12,74,single-stim,18,43,408818,0-0,,,static/img/hap.gre.congr.05.jpg,emo_sad,hap.gre,con
5555555,139,74,single-stim,19,44,410111,0-0,,,static/img/sad.gre.incon.11.jpg,emo_sad,sad.gre,incon
5555555,159,74,single-stim,20,45,411393,0-0,,,static/img/sad.gre.incon.09.jpg,emo_sad,sad.gre,incon
5555555,83,74,single-stim,21,46,412627,0-0,,,static/img/hap.red.incon.11.jpg,emo_sad,hap.red,incon
5555555,167,74,single-stim,22,47,413913,0-0,,,static/img/sad.gre.incon.03.jpg,emo_sad,sad.gre,incon
5555555,148,74,single-stim,23,48,415190,0-0,,,static/img/hap.gre.congr.06.jpg,emo_sad,hap.gre,con
5555555,59,74,single-stim,24,49,416417,0-0,,,static/img/sad.gre.incon.12.jpg,emo_sad,sad.gre,incon
5555555,137,74,single-stim,25,50,417652,0-0,,,static/img/sad.gre.incon.04.jpg,emo_sad,sad.gre,incon
5555555,9,74,single-stim,26,51,418809,0-0,,,static/img/sad.red.congr.12.jpg,emo_sad,sad.red,con
5555555,149,74,single-stim,27,52,420103,0-0,,,static/img/sad.red.congr.14.jpg,emo_sad,sad.red,con
5555555,108,74,single-stim,28,53,421392,0-0,,,static/img/sad.red.congr.10.jpg,emo_sad,sad.red,con
5555555,102,74,single-stim,29,54,422705,0-0,,,static/img/hap.gre.congr.13.jpg,emo_sad,hap.gre,con
5555555,160,74,single-stim,30,55,424034,0-0,,,static/img/hap.red.incon.03.jpg,emo_sad,hap.red,incon
5555555,144,74,single-stim,31,56,425342,0-0,,,static/img/hap.red.incon.14.jpg,emo_sad,hap.red,incon
5555555,177,74,single-stim,32,57,426648,0-0,,,static/img/sad.red.congr.04.jpg,emo_sad,sad.red,con
5555555,278,74,single-stim,33,58,427978,0-0,,,static/img/hap.red.incon.05.jpg,emo_sad,hap.red,incon
5555555,262,74,single-stim,34,59,429315,0-0,,,static/img/hap.gre.congr.09.jpg,emo_sad,hap.gre,con
5555555,28,74,single-stim,35,60,430452,0-0,,,static/img/hap.gre.congr.04.jpg,emo_sad,hap.gre,con
5555555,143,74,single-stim,36,61,431722,0-0,,,static/img/hap.red.incon.02.jpg,emo_sad,hap.red,incon
5555555,165,74,single-stim,37,62,433053,0-0,,,static/img/sad.red.congr.03.jpg,emo_sad,sad.red,con
5555555,19,74,single-stim,38,63,434200,0-0,,,static/img/sad.red.congr.07.jpg,emo_sad,sad.red,con
5555555,18,74,single-stim,39,64,435333,0-0,,,static/img/sad.gre.incon.06.jpg,emo_sad,sad.gre,incon
5555555,60,74,single-stim,40,65,436528,0-0,,,static/img/hap.red.incon.04.jpg,emo_sad,hap.red,incon
5555555,107,74,single-stim,41,66,437869,0-0,,,static/img/hap.gre.congr.11.jpg,emo_sad,hap.gre,con
5555555,101,74,single-stim,42,67,439089,0-0,,,static/img/sad.red.congr.01.jpg,emo_sad,sad.red,con
5555555,7,74,single-stim,43,68,440214,0-0,,,static/img/sad.gre.incon.07.jpg,emo_sad,sad.gre,incon
5555555,170,74,single-stim,44,69,441519,0-0,,,static/img/hap.red.incon.10.jpg,emo_sad,hap.red,incon
5555555,37,74,single-stim,45,70,442696,0-0,,,static/img/hap.gre.congr.02.jpg,emo_sad,hap.gre,con
5555555,113,74,single-stim,46,71,443977,0-0,,,static/img/sad.red.congr.08.jpg,emo_sad,sad.red,con
5555555,120,74,single-stim,47,72,445216,0-0,,,static/img/sad.gre.incon.08.jpg,emo_sad,sad.gre,incon
5555555,48,74,single-stim,48,73,446487,0-0,,,static/img/sad.red.congr.13.jpg,emo_sad,sad.red,con
5555555,32,74,single-stim,49,74,447655,0-0,,,static/img/sad.gre.incon.14.jpg,emo_sad,sad.gre,incon
5555555,78,74,single-stim,50,75,448926,0-0,,,static/img/hap.gre.congr.03.jpg,emo_sad,hap.gre,con
5555555,106,74,single-stim,51,76,450159,0-0,,,static/img/sad.red.congr.06.jpg,emo_sad,sad.red,con
5555555,70,74,single-stim,52,77,451359,0-0,,,static/img/hap.gre.congr.08.jpg,emo_sad,hap.gre,con
5555555,109,74,single-stim,53,78,452631,0-0,,,static/img/hap.red.incon.13.jpg,emo_sad,hap.red,incon
5555555,146,74,single-stim,54,79,453891,0-0,,,static/img/sad.gre.incon.05.jpg,emo_sad,sad.gre,incon
5555555,112,74,single-stim,55,80,455117,0-0,,,static/img/hap.red.incon.09.jpg,emo_sad,hap.red,incon
5555555,45,74,text,0,81,456281,0-0,,,,,,
5555555,156,74,text,0,82,457546,0-0,,,,,,
5555555,81,74,text,0,83,458725,0-0,,,,,,
5555555,103,74,categorize,0,84,460027,0-0,,false,static/img/fea.red.congr.05.jpg,emo_fear_prac,,con
5555555,14,74,categorize,1,85,461572,0-0,,false,static/img/fea.red.congr.11.jpg,emo_fear_prac,,con
5555555,115,74,categorize,2,86,463193,0-0,,true,static/img/hap.gre.congr.01.jpg,emo_fear_prac,,con
5555555,151,74,categorize,3,87,464871,0-0,,false,static/img/fea.gre.incon.06.jpg,emo_fear_prac,,incon
5555555,217,74,categorize,4,88,466600,0-0,,true,static/img/hap.gre.congr.13.jpg,emo_fear_prac,,con
5555555,204,74,categorize,5,89,468318,0-0,,false,static/img/fea.red.congr.05.jpg,emo_fear_prac,,con
5555555,226,74,categorize,6,90,470024,0-0,,true,static/img/hap.red.incon.12.jpg,emo_fear_prac,,incon
5555555,216,74,categorize,7,91,471751,0-0,,true,static/img/hap.red.incon.08.jpg,emo_fear_prac,,incon
5555555,115,74,categorize,8,92,473403,0-0,,false,static/img/fea.gre.incon.06.jpg,emo_fear_prac,,incon
5555555,93,74,categorize,9,93,475028,0-0,,true,static/img/hap.gre.congr.09.jpg,emo_fear_prac,,con
5555555,138,74,categorize,10,94,476746,0-0,,false,static/img/fea.gre.incon.02.jpg,emo_fear_prac,,incon
5555555,124,74,categorize,11,95,478476,0-0,,false,static/img/fea.gre.incon.12.jpg,emo_fear_prac,,incon
5555555,114,74,categorize,12,96,480126,0-0,,false,static/img/fea.red.congr.05.jpg,emo_fear_prac,,con
5555555,183,74,categorize,13,97,481820,0-0,,true,static/img/hap.red.incon.07.jpg,emo_fear_prac,,incon
5555555,152,74,categorize,14,98,483546,0-0,,false,static/img/fea.red.congr.03.jpg,emo_fear_prac,,con
5555555,75,74,categorize,15,99,485160,0-0,,true,static/img/hap.gre.congr.01.jpg,emo_fear_prac,,con
5555555,41,74,categorize,16,100,486744,0-0,,true,static/img/hap.gre.congr.05.jpg,emo_fear_prac,,con
5555555,22,74,categorize,17,101,488288,0-0,,true,static/img/hap.gre.congr.11.jpg,emo_fear_prac,,con
5555555,287,74,categorize,18,102,490032,0-0,,false,static/img/fea.red.congr.02.jpg,emo_fear_prac,,con
5555555,55,74,categorize,19,103,491614,0-0,,true,static/img/hap.gre.congr.14.jpg,emo_fear_prac,,con
5555555,204,74,text,0,104,493364,0-0,,,,,,
5555555,153,74,single-stim,0,105,494633,0-0,,,static/img/hap.red.incon.02.jpg,emo_fear,hap.red,incon
5555555,303,74,single-stim,1,106,495988,0-0,,,static/img/fea.gre.incon.13.jpg,emo_fear,fear.gre,incon
5555555,24,74,single-stim,2,107,497117,0-0,,,static/img/fea.red.congr.12.jpg,emo_fear,fear.red,con
5555555,149,74,single-stim,3,108,498369,0-0,,,static/img/hap.gre.congr.02.jpg,emo_fear,hap.gre,con
5555555,160,74,single-stim,4,109,499638,0-0,,,static/img/hap.red.incon.13.jpg,emo_fear,hap.red,incon
5555555,141,74,single-stim,5,110,500954,0-0,,,static/img/fea.gre.incon.08.jpg,emo_fear,fear.gre,incon
5555555,67,74,single-stim,6,111,502125,0-0,,,static/img/hap.red.incon.03.jpg,emo_fear,hap.red,incon
5555555,121,74,single-stim,7,112,503466,0-0,,,static/img/fea.red.congr.14.jpg,emo_fear,fear.red,con
5555555,53,74,single-stim,8,113,504636,0-0,,,static/img/hap.red.incon.08.jpg,emo_fear,hap.red,incon
5555555,145,74,single-stim,9,114,505899,0-0,,,static/img/fea.gre.incon.02.jpg,emo_fear,fear.gre,incon
5555555,160,74,single-stim,10,115,507213,0-0,,,static/img/fea.red.congr.01.jpg,emo_fear,fear.red,con
5555555,127,74,single-stim,11,116,508452,0-0,,,static/img/hap.gre.congr.13.jpg,emo_fear,hap.gre,con
5555555,137,74,single-stim,12,117,509794,0-0,,,static/img/fea.gre.incon.10.jpg,emo_fear,fear.gre,incon
5555555,83,74,single-stim,13,118,511003,0-0,,,static/img/hap.gre.congr.04.jpg,emo_fear,hap.gre,con
5555555,80,74,single-stim,14,119,512199,0-0,,,static/img/hap.red.incon.14.jpg,emo_fear,hap.red,incon
5555555,170,74,single-stim,15,120,513474,0-0,,,static/img/hap.red.incon.05.jpg,emo_fear,hap.red,incon
5555555,207,74,single-stim,16,121,514813,0-0,,,static/img/hap.gre.congr.03.jpg,emo_fear,hap.gre,con
5555555,323,74,single-stim,17,122,516182,0-0,,,static/img/fea.gre.incon.01.jpg,emo_fear,fear.gre,incon
5555555,119,74,single-stim,18,123,517514,0-0,,,static/img/fea.red.congr.08.jpg,emo_fear,fear.red,con
5555555,38,74,single-stim,19,124,518660,0-0,,,static/img/hap.gre.congr.12.jpg,emo_fear,hap.gre,con
5555555,32,74,single-stim,20,125,519799,0-0,,,static/img/fea.gre.incon.09.jpg,emo_fear,fear.gre,incon
5555555,159,74,single-stim,21,126,521057,0-0,,,static/img/hap.red.incon.01.jpg,emo_fear,hap.red,incon
5555555,231,74,single-stim,22,127,522388,0-0,,,static/img/fea.red.congr.03.jpg,emo_fear,fear.red,con
5555555,187,74,single-stim,23,128,523697,0-0,,,static/img/fea.red.congr.05.jpg,emo_fear,fear.red,con
5555555,162,74,single-stim,24,129,525057,0-0,,,static/img/fea.gre.incon.04.jpg,emo_fear,fear.gre,incon
5555555,609,74,single-stim,25,130,526777,0-0,,,static/img/hap.gre.congr.05.jpg,emo_fear,hap.gre,con
5555555,8,74,single-stim,26,131,527916,0-0,,,static/img/fea.red.congr.06.jpg,emo_fear,fear.red,con
5555555,305,74,single-stim,27,132,529282,0-0,,,static/img/fea.gre.incon.05.jpg,emo_fear,fear.gre,incon
5555555,320,74,single-stim,28,133,530729,0-0,,,static/img/hap.red.incon.07.jpg,emo_fear,hap.red,incon
5555555,137,74,single-stim,29,134,531989,0-0,,,static/img/fea.red.congr.11.jpg,emo_fear,fear.red,con
5555555,16,74,single-stim,30,135,533093,0-0,,,static/img/hap.red.incon.10.jpg,emo_fear,hap.red,incon
5555555,187,74,single-stim,31,136,534383,0-0,,,static/img/hap.gre.congr.11.jpg,emo_fear,hap.gre,con
5555555,197,74,single-stim,32,137,535691,0-0,,,static/img/fea.gre.incon.12.jpg,emo_fear,fear.gre,incon
5555555,112,74,single-stim,33,138,537009,0-0,,,static/img/fea.red.congr.04.jpg,emo_fear,fear.red,con
5555555,51,74,single-stim,34,139,538175,0-0,,,static/img/fea.gre.incon.11.jpg,emo_fear,fear.gre,incon
5555555,83,74,single-stim,35,140,539539,0-0,,,static/img/fea.gre.incon.07.jpg,emo_fear,fear.gre,incon
5555555,312,74,single-stim,36,141,540867,0-0,,,static/img/fea.red.congr.09.jpg,emo_fear,fear.red,con
5555555,288,74,single-stim,37,142,542210,0-0,,,static/img/fea.gre.incon.03.jpg,emo_fear,fear.gre,incon
5555555,23,74,single-stim,38,143,543340,0-0,,,static/img/hap.gre.congr.06.jpg,emo_fear,hap.gre,con
5555555,122,74,single-stim,39,144,544587,0-0,,,static/img/hap.gre.congr.14.jpg,emo_fear,hap.gre,con
5555555,46,74,single-stim,40,145,545710,0-0,,,static/img/hap.red.incon.12.jpg,emo_fear,hap.red,incon
5555555,64,74,single-stim,41,146,546892,0-0,,,static/img/hap.red.incon.04.jpg,emo_fear,hap.red,incon
5555555,24,74,single-stim,42,147,548029,0-0,,,static/img/hap.gre.congr.01.jpg,emo_fear,hap.gre,con
5555555,21,74,single-stim,43,148,549163,0-0,,,static/img/hap.gre.congr.08.jpg,emo_fear,hap.gre,con
5555555,9,74,single-stim,44,149,550285,0-0,,,static/img/fea.red.congr.13.jpg,emo_fear,fear.red,con
5555555,26,74,single-stim,45,150,551427,0-0,,,static/img/fea.gre.incon.14.jpg,emo_fear,fear.gre,incon
5555555,192,74,single-stim,46,151,552732,0-0,,,static/img/hap.gre.congr.09.jpg,emo_fear,hap.gre,con
5555555,18,74,single-stim,47,152,553854,0-0,,,static/img/hap.red.incon.09.jpg,emo_fear,hap.red,incon
5555555,9,74,single-stim,48,153,554984,0-0,,,static/img/fea.red.congr.10.jpg,emo_fear,fear.red,con
5555555,18,74,single-stim,49,154,556134,0-0,,,static/img/hap.red.incon.06.jpg,emo_fear,hap.red,incon
5555555,184,74,single-stim,50,155,557436,0-0,,,static/img/hap.gre.congr.07.jpg,emo_fear,hap.gre,con
5555555,31,74,single-stim,51,156,558623,0-0,,,static/img/fea.red.congr.02.jpg,emo_fear,fear.red,con
5555555,190,74,single-stim,52,157,559924,0-0,,,static/img/fea.gre.incon.06.jpg,emo_fear,fear.gre,incon
5555555,11,74,single-stim,53,158,561048,0-0,,,static/img/fea.red.congr.07.jpg,emo_fear,fear.red,con
5555555,209,74,single-stim,54,159,562363,0-0,,,static/img/hap.gre.congr.10.jpg,emo_fear,hap.gre,con
5555555,219,74,single-stim,55,160,563704,0-0,,,static/img/hap.red.incon.11.jpg,emo_fear,hap.red,incon
5555555,8,74,text,0,161,564825,0-0,,,,,,
5555555,170,74,text,0,162,566122,0-0,,,,,,
5555555,148,74,text,0,163,567384,0-0,,,,,,
5555555,164,74,categorize,0,164,568648,0-0,,false,static/img/hap.red.incon.03.jpg,col_fear_prac,,incon
5555555,90,74,categorize,1,165,570268,0-0,,false,static/img/hap.red.incon.04.jpg,col_fear_prac,,incon
5555555,111,74,categorize,2,166,571894,0-0,,true,static/img/hap.gre.congr.10.jpg,col_fear_prac,,con
5555555,16,74,categorize,3,167,573406,0-0,,true,static/img/fea.gre.incon.02.jpg,col_fear_prac,,incon
5555555,52,74,categorize,4,168,574966,0-0,,false,static/img/fea.red.congr.05.jpg,col_fear_prac,,con
5555555,169,74,categorize,5,169,576690,0-0,,false,static/img/fea.red.congr.06.jpg,col_fear_prac,,con
